user_id,edad,sexo,estado_civil,numero_hijos,empleo_formal,ingreso_mensual,linea_credito,gasto_total,credito_utilizado,monto_promedio_ahorro,ratio_gasto_ingreso,pct_credito_ocupado,tasa_ahorro_real,perfil_financiero
525,34,m,divorciado,4,1,78996,50000,40687.42307692308,2231,7899.6,0.5151,0.0446,0.1,SALUDABLE
526,50,m,divorciado,4,1,58088,120000,41145.54615384615,91491,12779.36,0.7083,0.7624,0.22,MODERADO
527,62,m,unión libre,1,0,19881,30000,58248.40769230769,12255,4373.82,2.9299,0.4085,0.22,RIESGOSO
528,56,m,unión libre,2,1,57501,120000,40460.65384615384,288,5750.1,0.7037,0.0024,0.1,SALUDABLE
529,39,f,divorciado,0,0,44083,30000,29426.1,26982,4408.3,0.6675,0.8994,0.1,SALUDABLE
530,32,f,divorciado,2,0,21710,80000,31092.20769230769,73657,651.3,1.4322,0.9207,0.03,MODERADO
531,61,m,soltero,3,0,8090,50000,36953.21538461538,26034,809.0,4.5678,0.5207,0.1,RIESGOSO
532,54,m,unión libre,4,1,23633,15000,39261.23846153846,11640,708.99,1.6613,0.776,0.03,RIESGOSO
533,60,m,divorciado,2,1,8255,80000,43524.15384615384,44212,247.65,5.2725,0.5526,0.03,RIESGOSO
534,23,m,casado,4,0,36505,120000,40683.56153846154,65772,3650.5,1.1145,0.5481,0.1,MODERADO
535,63,m,casado,1,0,37818,120000,49232.46153846154,39290,3781.8,1.3018,0.3274,0.1,MODERADO
536,30,m,unión libre,4,1,57326,30000,39710.553846153845,15853,1719.78,0.6927,0.5284,0.03,SALUDABLE
537,55,m,casado,1,0,49939,15000,54719.484615384616,6874,10986.58,1.0957,0.4583,0.22,SALUDABLE
538,41,m,soltero,1,0,13023,15000,39068.04615384615,659,2865.06,2.9999,0.0439,0.22,RIESGOSO
539,20,f,divorciado,1,1,28110,120000,50999.64615384615,85050,6184.2,1.8143,0.7088,0.22,MODERADO
540,18,f,divorciado,1,1,71104,30000,46899.85384615384,2832,7110.4,0.6596,0.0944,0.1,SALUDABLE
541,30,m,soltero,1,1,27595,30000,47084.16923076923,17785,2759.5,1.7063,0.5928,0.1,RIESGOSO
542,44,m,unión libre,2,1,43743,50000,47899.60769230769,4825,9623.46,1.095,0.0965,0.22,SALUDABLE
543,29,m,casado,3,0,50869,120000,32654.7,118694,1526.07,0.6419,0.9891,0.03,MODERADO
544,23,f,soltero,3,0,45530,15000,51611.161538461536,14252,10016.6,1.1336,0.9501,0.22,SALUDABLE
545,52,m,unión libre,4,1,43674,80000,34417.77692307692,16736,4367.4,0.7881,0.2092,0.1,SALUDABLE
546,51,f,casado,0,1,51789,15000,50032.13846153846,6198,5178.9,0.9661,0.4132,0.1,SALUDABLE
547,25,m,divorciado,2,1,57677,120000,49500.81538461538,31062,5767.7,0.8582,0.2589,0.1,SALUDABLE
548,30,f,divorciado,1,0,47603,80000,50647.86153846153,53637,4760.3,1.064,0.6705,0.1,MODERADO
549,29,m,soltero,4,0,60483,50000,51776.161538461536,13789,13306.26,0.856,0.2758,0.22,SALUDABLE
550,52,f,unión libre,0,0,19148,30000,55190.39230769231,15887,1914.8,2.8823,0.5296,0.1,RIESGOSO
551,27,m,casado,3,1,60731,30000,37963.51538461538,14709,6073.1,0.6251,0.4903,0.1,SALUDABLE
552,42,f,soltero,1,0,51869,15000,52092.42307692308,222,11411.18,1.0043,0.0148,0.22,SALUDABLE
553,20,m,soltero,3,0,39177,120000,59091.31538461538,50070,1175.31,1.5083,0.4172,0.03,MODERADO
554,33,f,unión libre,0,1,12876,120000,42083.94615384616,73493,386.28,3.2684,0.6124,0.03,MODERADO
555,49,f,divorciado,1,1,37529,120000,49410.830769230764,61025,1125.87,1.3166,0.5085,0.03,MODERADO
556,35,f,soltero,0,1,28505,30000,54535.52307692308,28991,2850.5,1.9132,0.9664,0.1,RIESGOSO
557,69,f,casado,2,1,10260,80000,47879.376923076925,56241,2257.2,4.6666,0.703,0.22,RIESGOSO
558,61,f,casado,3,1,20954,120000,34686.03846153846,86088,4609.88,1.6553,0.7174,0.22,MODERADO
559,23,f,unión libre,2,0,73802,30000,42063.76923076923,24528,16236.44,0.57,0.8176,0.22,SALUDABLE
560,37,f,divorciado,4,1,54466,50000,44395.56153846154,40481,1633.98,0.8151,0.8096,0.03,MODERADO
561,37,m,unión libre,4,1,68611,15000,52785.11538461538,10038,15094.42,0.7693,0.6692,0.22,SALUDABLE
562,70,f,casado,3,0,37520,50000,54681.661538461536,13014,3752.0,1.4574,0.2603,0.1,RIESGOSO
563,64,f,divorciado,0,0,72132,50000,40788.46923076923,40850,15869.04,0.5655,0.817,0.22,SALUDABLE
564,40,m,unión libre,1,1,33587,30000,42988.92307692308,28154,7389.14,1.2799,0.9385,0.22,SALUDABLE
565,56,m,casado,2,1,21051,30000,55406.60769230769,25009,2105.1,2.632,0.8336,0.1,RIESGOSO
566,59,m,soltero,2,1,36932,15000,50339.07692307692,6191,8125.04,1.363,0.4127,0.22,SALUDABLE
567,67,f,casado,3,0,26911,120000,32036.515384615384,88501,5920.42,1.1905,0.7375,0.22,MODERADO
568,40,m,unión libre,2,1,52254,15000,49551.88461538462,7421,11495.88,0.9483,0.4947,0.22,SALUDABLE
569,65,f,divorciado,4,0,14332,120000,37801.43846153846,97376,1433.2,2.6376,0.8115,0.1,MODERADO
570,54,f,unión libre,3,1,40670,15000,49249.338461538464,10643,4067.0,1.211,0.7095,0.1,SALUDABLE
571,61,f,soltero,2,1,51115,80000,42583.6,11883,5111.5,0.8331,0.1485,0.1,SALUDABLE
572,26,m,soltero,1,1,55340,50000,37100.6,12778,12174.8,0.6704,0.2556,0.22,SALUDABLE
573,44,f,soltero,2,1,49846,80000,41390.19230769231,43100,10966.12,0.8304,0.5387,0.22,SALUDABLE
574,29,m,unión libre,1,1,75384,120000,48540.43076923077,103598,2261.52,0.6439,0.8633,0.03,MODERADO
575,46,f,soltero,2,1,78207,120000,38355.19230769231,74735,2346.21,0.4904,0.6228,0.03,MODERADO
576,48,f,divorciado,3,0,30661,50000,33266.60769230769,18455,919.83,1.085,0.3691,0.03,RIESGOSO
577,31,m,unión libre,2,0,40981,30000,43769.59230769231,9821,4098.1,1.068,0.3274,0.1,SALUDABLE
578,60,f,casado,0,1,70352,120000,41277.84615384616,41557,15477.44,0.5867,0.3463,0.22,SALUDABLE
579,50,m,divorciado,3,1,14702,50000,56265.66923076923,12247,1470.2,3.8271,0.2449,0.1,RIESGOSO
580,28,f,unión libre,2,0,30459,30000,37437.56923076923,23423,6700.98,1.2291,0.7808,0.22,SALUDABLE
581,46,f,divorciado,0,1,51113,120000,33845.83076923077,103274,11244.86,0.6622,0.8606,0.22,MODERADO
582,36,f,divorciado,0,0,17552,15000,55400.1,6845,1755.2,3.1563,0.4563,0.1,RIESGOSO
583,46,m,casado,0,0,35545,15000,48882.18461538461,6865,1066.35,1.3752,0.4577,0.03,RIESGOSO
584,46,m,divorciado,3,1,58756,120000,51195.907692307694,87094,1762.68,0.8713,0.7258,0.03,MODERADO
585,19,f,unión libre,3,1,72481,15000,41486.59230769231,4576,2174.43,0.5724,0.3051,0.03,SALUDABLE
586,57,f,unión libre,1,0,36179,50000,46458.43846153846,27519,3617.9,1.2841,0.5504,0.1,RIESGOSO
587,56,f,divorciado,4,1,53455,15000,39801.46153846154,13451,11760.1,0.7446,0.8967,0.22,SALUDABLE
588,46,m,divorciado,2,1,37369,50000,52332.13846153846,31006,3736.9,1.4004,0.6201,0.1,RIESGOSO
589,20,m,soltero,4,1,75377,80000,39566.96923076923,22002,2261.31,0.5249,0.275,0.03,SALUDABLE
590,45,f,soltero,3,0,56364,120000,59703.13846153846,26857,5636.4,1.0592,0.2238,0.1,SALUDABLE
591,21,m,soltero,0,1,14712,15000,52765.80769230769,3787,441.36,3.5866,0.2525,0.03,RIESGOSO
592,44,m,divorciado,2,1,28317,120000,46690.56153846154,45294,849.51,1.6489,0.3774,0.03,MODERADO
593,28,f,unión libre,3,1,50388,80000,57281.06923076923,50971,1511.64,1.1368,0.6371,0.03,MODERADO
594,39,f,divorciado,3,1,62200,15000,57433.60769230769,1340,6220.0,0.9234,0.0893,0.1,SALUDABLE
595,41,m,soltero,4,0,24036,15000,35817.50769230769,14753,5287.92,1.4902,0.9835,0.22,SALUDABLE
596,32,m,unión libre,1,1,58404,120000,37714.761538461535,119760,1752.12,0.6458,0.998,0.03,MODERADO
597,39,f,divorciado,3,0,54159,80000,46759.83076923077,37779,11914.98,0.8634,0.4722,0.22,SALUDABLE
598,27,f,divorciado,4,0,71017,50000,45173.12307692308,27110,7101.7,0.6361,0.5422,0.1,SALUDABLE
599,58,f,casado,4,0,29948,80000,54294.33076923077,43676,2994.8,1.813,0.546,0.1,RIESGOSO
600,66,f,divorciado,0,1,69980,120000,47519.5,35636,6998.0,0.679,0.297,0.1,SALUDABLE
601,41,f,casado,0,0,54845,120000,44301.64615384615,69677,5484.5,0.8078,0.5806,0.1,MODERADO
602,70,m,unión libre,3,1,17270,120000,54767.86923076923,115205,518.1,3.1713,0.96,0.03,MODERADO
603,46,f,soltero,3,1,10174,80000,40176.31538461538,38387,305.22,3.9489,0.4798,0.03,RIESGOSO
604,29,m,casado,2,1,43099,30000,51217.73846153846,11789,1292.97,1.1884,0.393,0.03,RIESGOSO
605,19,f,unión libre,1,1,38546,30000,39397.26923076923,2591,8480.12,1.0221,0.0864,0.22,SALUDABLE
606,43,m,casado,4,0,55099,50000,35582.36153846154,15360,5509.9,0.6458,0.3072,0.1,SALUDABLE
607,20,f,soltero,2,1,43598,80000,49896.17692307692,4260,9591.56,1.1445,0.0532,0.22,SALUDABLE
608,55,f,unión libre,3,0,61663,120000,33204.730769230766,14606,6166.3,0.5385,0.1217,0.1,SALUDABLE
609,32,m,casado,0,1,12392,120000,45412.95384615385,5687,1239.2,3.6647,0.0474,0.1,RIESGOSO
610,45,f,unión libre,2,0,69275,15000,36391.00769230769,9833,6927.5,0.5253,0.6555,0.1,SALUDABLE
611,42,f,casado,2,1,17351,120000,46650.03846153846,22256,3817.22,2.6886,0.1855,0.22,RIESGOSO
612,44,m,casado,2,0,39230,120000,39929.94615384616,115151,8630.6,1.0178,0.9596,0.22,MODERADO
613,26,f,soltero,4,0,40720,15000,53601.915384615386,9848,1221.6,1.3164,0.6565,0.03,RIESGOSO
614,57,m,casado,3,0,64693,50000,56628.13076923077,24557,6469.3,0.8753,0.4911,0.1,SALUDABLE
615,52,m,unión libre,0,1,28521,80000,50921.08461538461,66677,2852.1,1.7854,0.8335,0.1,MODERADO
616,30,f,unión libre,1,1,14989,120000,37406.730769230766,52799,1498.9,2.4956,0.44,0.1,MODERADO
617,55,f,divorciado,1,0,42319,15000,51257.09230769231,7577,1269.57,1.2112,0.5051,0.03,RIESGOSO
618,66,m,casado,0,0,29033,50000,50661.02307692308,19456,870.99,1.7449,0.3891,0.03,RIESGOSO
619,42,f,soltero,3,1,11703,30000,49182.0,29201,1170.3,4.2025,0.9734,0.1,RIESGOSO
620,40,f,casado,1,1,28043,50000,44408.66923076923,11947,2804.3,1.5836,0.2389,0.1,RIESGOSO
621,47,m,casado,2,1,58141,80000,49617.42307692308,78713,12791.02,0.8534,0.9839,0.22,MODERADO
622,63,m,divorciado,0,0,51662,50000,57198.03846153846,11859,5166.2,1.1072,0.2372,0.1,SALUDABLE
623,68,m,divorciado,3,1,52562,15000,45351.52307692308,10755,5256.2,0.8628,0.717,0.1,SALUDABLE
624,68,f,soltero,3,0,22885,120000,51524.89230769231,20710,2288.5,2.2515,0.1726,0.1,RIESGOSO
625,23,m,soltero,1,0,43117,120000,47213.415384615386,78929,1293.51,1.095,0.6577,0.03,MODERADO
626,49,m,casado,0,1,26811,15000,37014.03846153846,6896,804.33,1.3806,0.4597,0.03,RIESGOSO
627,40,f,unión libre,4,0,57385,15000,51917.96923076923,10979,5738.5,0.9047,0.7319,0.1,SALUDABLE
628,63,m,unión libre,0,0,56778,120000,43061.3,50606,1703.34,0.7584,0.4217,0.03,MODERADO
629,27,m,unión libre,2,1,72957,80000,41959.71538461538,66325,2188.71,0.5751,0.8291,0.03,MODERADO
630,19,m,casado,4,1,73771,30000,36528.68461538461,1939,7377.1,0.4952,0.0646,0.1,SALUDABLE
631,70,f,divorciado,3,1,50243,15000,46057.25384615384,6483,5024.3,0.9167,0.4322,0.1,SALUDABLE
632,58,m,casado,1,0,10578,15000,43277.45384615385,2851,2327.16,4.0913,0.1901,0.22,RIESGOSO
633,58,m,soltero,1,1,79969,30000,41508.723076923074,25041,2399.07,0.5191,0.8347,0.03,SALUDABLE
634,70,f,soltero,4,0,72789,80000,42555.56153846154,41428,7278.9,0.5846,0.5178,0.1,SALUDABLE
635,28,m,soltero,1,1,72699,80000,54877.830769230764,40269,2180.97,0.7549,0.5034,0.03,SALUDABLE
636,36,m,soltero,1,0,56231,50000,36818.21538461538,812,5623.1,0.6548,0.0162,0.1,SALUDABLE
637,66,m,casado,2,0,11675,50000,47427.18461538461,8022,350.25,4.0623,0.1604,0.03,RIESGOSO
638,65,f,unión libre,2,1,60518,80000,55943.58461538461,23367,6051.8,0.9244,0.2921,0.1,SALUDABLE
639,23,f,unión libre,2,0,70684,50000,50044.95384615385,7383,7068.4,0.708,0.1477,0.1,SALUDABLE
640,31,m,divorciado,3,1,53115,80000,43556.88461538462,23844,1593.45,0.82,0.298,0.03,SALUDABLE
641,55,f,divorciado,3,1,45783,120000,53383.81538461538,54136,4578.3,1.166,0.4511,0.1,MODERADO
642,29,m,divorciado,3,1,68601,15000,42872.6,10445,6860.1,0.625,0.6963,0.1,SALUDABLE
643,70,f,unión libre,4,0,46139,120000,40270.3,58708,10150.58,0.8728,0.4892,0.22,MODERADO
644,30,f,soltero,0,1,9309,15000,42523.52307692308,9824,279.27,4.568,0.6549,0.03,RIESGOSO
645,30,m,unión libre,2,1,65063,15000,38773.67692307692,1840,1951.89,0.5959,0.1227,0.03,SALUDABLE
646,49,m,casado,2,1,75484,15000,60252.369230769225,7905,2264.52,0.7982,0.527,0.03,SALUDABLE
647,68,f,divorciado,3,0,33208,80000,36125.36923076923,31903,3320.8,1.0879,0.3988,0.1,RIESGOSO
648,30,f,casado,1,1,52237,120000,51973.376923076925,72650,1567.11,0.995,0.6054,0.03,MODERADO
649,30,f,casado,3,1,58224,120000,34402.21538461538,12769,5822.4,0.5909,0.1064,0.1,SALUDABLE
650,55,f,casado,4,0,71870,50000,42665.65384615384,2720,7187.0,0.5937,0.0544,0.1,SALUDABLE
651,33,f,divorciado,2,0,66532,15000,39432.71538461538,4659,6653.2,0.5927,0.3106,0.1,SALUDABLE
652,65,m,divorciado,1,1,74024,50000,39793.553846153845,18966,7402.4,0.5376,0.3793,0.1,SALUDABLE
653,32,m,soltero,4,0,78630,50000,45239.10769230769,44212,2358.9,0.5753,0.8842,0.03,SALUDABLE
654,21,f,divorciado,0,1,47712,30000,60914.8,18488,10496.64,1.2767,0.6163,0.22,SALUDABLE
655,19,m,casado,4,0,15159,80000,56178.70769230769,57783,454.77,3.706,0.7223,0.03,RIESGOSO
656,26,m,soltero,2,0,19306,15000,33277.46153846154,11135,1930.6,1.7237,0.7423,0.1,RIESGOSO
657,39,m,divorciado,1,1,61992,30000,36662.1,6707,1859.76,0.5914,0.2236,0.03,SALUDABLE
658,23,f,soltero,2,1,11953,120000,47490.13076923077,117079,358.59,3.9731,0.9757,0.03,MODERADO
659,61,m,soltero,0,0,32964,80000,51004.415384615386,6234,988.92,1.5473,0.0779,0.03,RIESGOSO
660,63,f,soltero,1,0,67492,50000,34711.93076923077,22202,2024.76,0.5143,0.444,0.03,SALUDABLE
661,37,f,unión libre,4,1,26564,15000,44491.16923076923,11038,2656.4,1.6749,0.7359,0.1,RIESGOSO
662,45,f,soltero,3,1,49738,30000,42080.70769230769,27078,1492.14,0.846,0.9026,0.03,SALUDABLE
663,66,f,soltero,3,0,72903,30000,43798.67692307692,26206,2187.09,0.6008,0.8735,0.03,SALUDABLE
664,64,m,casado,1,0,10076,120000,53295.93076923077,69881,2216.72,5.2894,0.5823,0.22,RIESGOSO
665,21,m,soltero,1,0,56859,30000,42035.661538461536,2415,12508.98,0.7393,0.0805,0.22,SALUDABLE
666,29,f,divorciado,4,1,61274,30000,48538.20769230769,21649,6127.4,0.7922,0.7216,0.1,SALUDABLE
667,67,m,soltero,1,0,72654,120000,36779.63076923077,44057,7265.4,0.5062,0.3671,0.1,SALUDABLE
668,33,m,casado,2,1,69887,15000,51104.7923076923,1668,6988.7,0.7312,0.1112,0.1,SALUDABLE
669,42,m,soltero,3,0,10231,15000,37145.93846153846,2615,1023.1,3.6307,0.1743,0.1,RIESGOSO
670,40,m,unión libre,3,1,66465,30000,40366.85384615385,7915,6646.5,0.6073,0.2638,0.1,SALUDABLE
671,60,m,soltero,0,1,65864,120000,37364.62307692308,107038,6586.4,0.5673,0.892,0.1,MODERADO
672,39,m,divorciado,0,0,32647,30000,40770.20769230769,19484,3264.7,1.2488,0.6495,0.1,RIESGOSO
673,20,f,soltero,0,0,50822,15000,40770.338461538464,8148,5082.2,0.8022,0.5432,0.1,SALUDABLE
674,21,m,casado,3,1,60221,15000,53801.915384615386,14495,13248.62,0.8934,0.9663,0.22,SALUDABLE
675,61,f,soltero,3,1,28154,120000,43362.24615384615,54863,2815.4,1.5402,0.4572,0.1,MODERADO
676,48,f,divorciado,0,0,37901,30000,52002.53846153846,29146,3790.1,1.3721,0.9715,0.1,SALUDABLE
677,38,f,unión libre,2,1,9647,50000,36804.6,5512,964.7,3.8151,0.1102,0.1,RIESGOSO
678,57,m,soltero,3,0,16006,80000,44651.06923076923,25377,480.18,2.7896,0.3172,0.03,RIESGOSO
679,49,m,divorciado,2,1,17437,120000,52194.02307692308,25474,1743.7,2.9933,0.2123,0.1,RIESGOSO
680,26,f,unión libre,1,0,52502,80000,41850.00769230769,27544,5250.2,0.7971,0.3443,0.1,SALUDABLE
681,53,f,casado,4,1,70830,120000,51874.56923076923,89259,2124.9,0.7324,0.7438,0.03,MODERADO
682,21,m,divorciado,4,0,55716,50000,51194.96153846154,17976,12257.52,0.9189,0.3595,0.22,SALUDABLE
683,26,m,casado,0,1,51525,15000,30296.6,13668,5152.5,0.588,0.9112,0.1,SALUDABLE
684,49,m,soltero,3,1,45108,80000,47544.36923076923,40148,1353.24,1.054,0.5018,0.03,MODERADO
685,21,f,soltero,1,0,64911,120000,43606.44615384616,20566,14280.42,0.6718,0.1714,0.22,SALUDABLE
686,29,f,unión libre,1,1,64890,15000,41367.330769230764,282,6489.0,0.6375,0.0188,0.1,SALUDABLE
687,59,m,unión libre,2,0,31218,50000,39384.93076923077,37381,6867.96,1.2616,0.7476,0.22,SALUDABLE
688,23,f,casado,3,0,73942,15000,37836.5,5558,2218.26,0.5117,0.3705,0.03,SALUDABLE
689,60,f,soltero,4,1,18362,15000,54075.63846153846,11290,550.86,2.945,0.7527,0.03,RIESGOSO
690,64,f,soltero,3,1,76251,50000,46543.723076923074,7012,7625.1,0.6104,0.1402,0.1,SALUDABLE
691,61,m,unión libre,2,0,29075,120000,39858.223076923074,38055,872.25,1.3709,0.3171,0.03,MODERADO
692,48,m,casado,3,1,64446,15000,47650.484615384616,1807,6444.6,0.7394,0.1205,0.1,SALUDABLE
693,28,m,casado,3,1,20220,80000,48449.12307692308,36884,2022.0,2.3961,0.461,0.1,RIESGOSO
694,27,m,divorciado,4,0,20947,15000,38455.415384615386,2756,628.41,1.8358,0.1837,0.03,RIESGOSO
695,34,f,unión libre,0,0,35249,50000,46969.57692307692,19349,3524.9,1.3325,0.387,0.1,RIESGOSO
696,41,m,casado,2,0,40834,30000,42428.51538461538,25401,1225.02,1.039,0.8467,0.03,RIESGOSO
697,34,f,unión libre,2,0,20130,120000,49722.78461538461,6001,2013.0,2.4701,0.05,0.1,RIESGOSO
698,60,m,soltero,4,1,56682,15000,33889.53846153846,577,12470.04,0.5979,0.0385,0.22,SALUDABLE
699,19,m,casado,0,1,28261,80000,38613.65384615384,7598,847.83,1.3663,0.095,0.03,RIESGOSO
700,31,f,unión libre,4,1,40013,30000,51538.14615384615,22481,4001.3,1.288,0.7494,0.1,SALUDABLE
701,68,m,soltero,4,0,23178,80000,34292.730769230766,55634,5099.16,1.4795,0.6954,0.22,MODERADO
702,52,m,soltero,2,1,24371,15000,52037.02307692308,9555,731.13,2.1352,0.637,0.03,RIESGOSO
703,30,f,divorciado,4,0,60387,15000,39723.1,6373,6038.7,0.6578,0.4249,0.1,SALUDABLE
704,44,f,divorciado,4,0,37214,120000,41877.74615384615,65501,3721.4,1.1253,0.5458,0.1,MODERADO
705,31,m,unión libre,0,0,71879,15000,35797.63076923077,14009,7187.9,0.498,0.9339,0.1,SALUDABLE
706,48,f,unión libre,1,1,18259,30000,45244.261538461535,10127,547.77,2.4779,0.3376,0.03,RIESGOSO
707,57,f,soltero,1,1,45857,50000,39837.26923076923,32116,4585.7,0.8687,0.6423,0.1,SALUDABLE
708,62,m,casado,2,1,25821,15000,40891.81538461539,14144,2582.1,1.5837,0.9429,0.1,RIESGOSO
709,57,f,unión libre,3,1,55703,120000,37006.61538461538,57160,12254.66,0.6644,0.4763,0.22,MODERADO
710,52,f,divorciado,4,0,30479,120000,44353.08461538461,102533,914.37,1.4552,0.8544,0.03,MODERADO
711,25,m,divorciado,4,0,50463,50000,43067.52307692308,16411,5046.3,0.8534,0.3282,0.1,SALUDABLE
712,28,f,soltero,2,1,11795,30000,38528.661538461536,1866,1179.5,3.2665,0.0622,0.1,RIESGOSO
713,41,f,casado,3,1,70943,50000,39842.92307692308,7331,2128.29,0.5616,0.1466,0.03,SALUDABLE
714,67,f,casado,2,0,73583,50000,40848.23846153846,36914,16188.26,0.5551,0.7383,0.22,SALUDABLE
715,47,f,unión libre,0,0,32961,30000,41774.76923076923,9299,988.83,1.2674,0.31,0.03,RIESGOSO
716,29,m,divorciado,3,0,20605,120000,38234.75384615384,99955,618.15,1.8556,0.833,0.03,MODERADO
717,51,f,soltero,0,0,67372,50000,52006.907692307694,7031,14821.84,0.7719,0.1406,0.22,SALUDABLE
718,57,f,divorciado,3,1,19746,50000,44823.553846153845,11944,1974.6,2.27,0.2389,0.1,RIESGOSO
719,39,m,divorciado,4,0,13383,15000,54338.16923076923,4972,1338.3,4.0602,0.3315,0.1,RIESGOSO
720,47,m,divorciado,0,0,77078,30000,45007.89230769231,5324,7707.8,0.5839,0.1775,0.1,SALUDABLE
721,47,f,soltero,3,0,61994,15000,33406.376923076925,4749,1859.82,0.5389,0.3166,0.03,SALUDABLE
722,33,m,casado,2,0,56331,120000,34537.376923076925,13785,5633.1,0.6131,0.1149,0.1,SALUDABLE
723,47,m,casado,4,1,26333,15000,41316.3,3252,789.99,1.569,0.2168,0.03,RIESGOSO
724,55,m,soltero,4,1,21235,15000,40602.16923076923,10124,4671.7,1.912,0.6749,0.22,RIESGOSO
725,29,f,divorciado,0,0,36731,30000,44147.96153846154,7787,3673.1,1.2019,0.2596,0.1,SALUDABLE
726,31,m,unión libre,1,0,59172,50000,55403.92307692307,32265,1775.16,0.9363,0.6453,0.03,SALUDABLE
727,68,m,unión libre,2,0,20462,15000,45851.52307692308,2755,2046.2,2.2408,0.1837,0.1,RIESGOSO
728,33,m,divorciado,1,1,9407,30000,50344.39230769231,15469,940.7,5.3518,0.5156,0.1,RIESGOSO
729,44,f,soltero,3,0,65407,50000,43374.28461538461,25921,6540.7,0.6631,0.5184,0.1,SALUDABLE
730,29,f,casado,1,1,40916,120000,45308.04615384615,17938,4091.6,1.1073,0.1495,0.1,SALUDABLE
731,33,m,casado,1,1,47134,50000,38473.13846153846,4331,4713.4,0.8163,0.0866,0.1,SALUDABLE
732,19,f,unión libre,1,1,51809,15000,46406.85384615384,2158,5180.9,0.8957,0.1439,0.1,SALUDABLE
733,25,m,casado,0,0,20651,30000,48558.83846153846,10406,2065.1,2.3514,0.3469,0.1,RIESGOSO
734,67,f,soltero,1,1,78238,30000,54848.415384615386,16212,2347.14,0.701,0.5404,0.03,SALUDABLE
735,19,m,unión libre,4,1,63110,50000,37818.661538461536,25333,1893.3,0.5992,0.5067,0.03,SALUDABLE
736,43,m,soltero,2,0,16404,50000,42161.61538461538,12739,492.12,2.5702,0.2548,0.03,RIESGOSO
737,39,m,divorciado,2,1,34338,120000,37298.57692307692,106921,7554.36,1.0862,0.891,0.22,MODERADO
738,50,f,soltero,2,0,22146,80000,34230.446153846155,35787,4872.12,1.5457,0.4473,0.22,RIESGOSO
739,41,f,soltero,2,0,27624,30000,45628.12307692308,9895,828.72,1.6518,0.3298,0.03,RIESGOSO
740,19,m,divorciado,0,0,79767,120000,42794.36153846154,5041,17548.74,0.5365,0.042,0.22,SALUDABLE
741,55,f,soltero,2,1,68690,80000,57711.21538461538,46441,2060.7,0.8402,0.5805,0.03,MODERADO
742,48,f,casado,1,0,16486,120000,35054.54615384615,43895,494.58,2.1263,0.3658,0.03,RIESGOSO
743,33,m,soltero,3,0,44078,120000,33624.015384615384,52743,4407.8,0.7628,0.4395,0.1,MODERADO
744,32,m,unión libre,2,1,60026,80000,37985.08461538461,58454,6002.6,0.6328,0.7307,0.1,MODERADO
745,24,m,divorciado,4,0,37221,80000,51811.02307692308,14163,3722.1,1.392,0.177,0.1,RIESGOSO
746,28,m,divorciado,4,1,52554,120000,44867.915384615386,13075,1576.62,0.8537,0.109,0.03,SALUDABLE
747,70,f,casado,2,0,59864,80000,34379.31538461539,59419,5986.4,0.5743,0.7427,0.1,MODERADO
748,58,f,casado,2,0,62916,30000,45596.44615384616,1107,1887.48,0.7247,0.0369,0.03,SALUDABLE
749,65,m,divorciado,3,1,73262,15000,49307.36153846153,10391,7326.2,0.673,0.6927,0.1,SALUDABLE
750,42,m,divorciado,0,0,24721,50000,46116.34615384615,44084,741.63,1.8655,0.8817,0.03,RIESGOSO
751,46,f,soltero,3,0,72825,50000,50674.35384615384,1920,7282.5,0.6958,0.0384,0.1,SALUDABLE
752,57,m,soltero,0,0,28158,30000,46900.30769230769,20074,2815.8,1.6656,0.6691,0.1,RIESGOSO
753,31,f,casado,1,0,74494,120000,44864.03076923077,68398,2234.82,0.6023,0.57,0.03,MODERADO
754,58,m,casado,3,1,57857,50000,46751.36153846154,49537,12728.54,0.8081,0.9907,0.22,SALUDABLE
755,32,f,divorciado,0,1,50715,15000,32704.25384615385,869,5071.5,0.6449,0.0579,0.1,SALUDABLE
756,62,m,soltero,3,0,14506,50000,40322.330769230764,34509,435.18,2.7797,0.6902,0.03,RIESGOSO
757,31,f,casado,0,0,33995,30000,54387.14615384615,4602,7478.9,1.5999,0.1534,0.22,SALUDABLE
758,18,f,casado,1,0,50334,30000,31566.792307692307,7817,5033.4,0.6271,0.2606,0.1,SALUDABLE
759,48,m,divorciado,1,0,30983,80000,48077.24615384615,34581,3098.3,1.5517,0.4323,0.1,RIESGOSO
760,66,f,casado,4,0,8976,120000,46957.37692307692,22938,897.6,5.2314,0.1911,0.1,RIESGOSO
761,62,m,soltero,2,1,16123,50000,49094.51538461538,11916,1612.3,3.045,0.2383,0.1,RIESGOSO
762,36,f,unión libre,3,0,38717,30000,49221.761538461535,9403,1161.51,1.2713,0.3134,0.03,RIESGOSO
763,31,f,casado,3,1,15672,120000,42290.5,94099,3447.84,2.6985,0.7842,0.22,MODERADO
764,45,f,soltero,4,1,79888,50000,39337.2923076923,44825,17575.36,0.4924,0.8965,0.22,SALUDABLE
765,28,m,divorciado,3,1,23567,50000,39598.96153846154,46047,707.01,1.6803,0.9209,0.03,MODERADO
766,39,m,casado,1,1,31807,30000,35752.42307692308,11087,954.21,1.124,0.3696,0.03,RIESGOSO
767,49,f,divorciado,3,1,23011,30000,35228.553846153845,13428,2301.1,1.5309,0.4476,0.1,RIESGOSO
